ant-table-cell,ant-table-cell 2,ant-table-cell 3,ant-table-cell 4,ant-table-cell 5
2023-12-08 18:46:43,Report,Power,16.70W,device itself
2023-12-08 18:46:38,Report,Current,155mA,device itself
2023-12-08 18:46:38,Report,Power,23.90W,device itself
2023-12-08 18:46:38,Report,Voltage,230.10V,device itself
2023-12-08 18:45:33,Report,Current,153mA,device itself
2023-12-08 18:45:33,Report,Power,16.50W,device itself
2023-12-08 18:45:33,Report,Voltage,231.00V,device itself
2023-12-08 18:45:05,Report,Add Electricity,0.01,device itself
2023-12-08 18:15:56,Device semaphore,Device semaphore,signal intensity:-61||Remaining memory:39064||UTC:1702037756||DST:1702037756,device itself
2023-12-08 18:14:59,Report,Add Electricity,0.01,device itself
2023-12-08 17:45:20,Report,Current,155mA,device itself
2023-12-08 17:45:20,Report,Power,17.00W,device itself
2023-12-08 17:45:20,Report,Voltage,230.10V,device itself
2023-12-08 17:44:53,Report,Add Electricity,0.01,device itself
2023-12-08 17:15:56,Device semaphore,Device semaphore,signal intensity:-61||Remaining memory:39064||UTC:1702034156||DST:1702034156,device itself
2023-12-08 17:14:47,Report,Add Electricity,0.01,device itself
2023-12-08 16:45:08,Report,Current,191mA,device itself
2023-12-08 16:45:08,Report,Power,21.40W,device itself
2023-12-08 16:45:08,Report,Voltage,231.40V,device itself
2023-12-08 16:44:41,Report,Add Electricity,0.01,device itself
2023-12-08 16:39:02,Report,Current,146mA,device itself
2023-12-08 16:39:02,Report,Power,16.30W,device itself
2023-12-08 16:39:02,Report,Voltage,231.90V,device itself
2023-12-08 16:38:27,Report,Current,298mA,device itself
2023-12-08 16:38:27,Report,Power,35.90W,device itself
2023-12-08 16:15:56,Device semaphore,Device semaphore,signal intensity:-67||Remaining memory:39064||UTC:1702030556||DST:1702030556,device itself
2023-12-08 16:15:17,Report,Current,169mA,device itself
2023-12-08 16:15:17,Report,Power,19.10W,device itself
2023-12-08 16:15:12,Report,Current,205mA,device itself
2023-12-08 16:15:12,Report,Power,25.30W,device itself
2023-12-08 16:15:12,Report,Voltage,230.50V,device itself
2023-12-08 16:14:35,Report,Add Electricity,0.01,device itself
2023-12-08 16:12:07,Report,Current,177mA,device itself
2023-12-08 16:12:07,Report,Power,21.80W,device itself
2023-12-08 16:12:02,Report,Current,185mA,device itself
2023-12-08 16:12:02,Report,Power,35.00W,device itself
2023-12-08 16:12:02,Report,Voltage,233.20V,device itself
2023-12-08 16:11:57,Report,Current,225mA,device itself
2023-12-08 16:11:57,Report,Power,26.40W,device itself
2023-12-08 16:11:57,Report,Voltage,234.20V,device itself
2023-12-08 16:10:21,Report,Current,158mA,device itself
2023-12-08 16:10:21,Report,Power,23.00W,device itself
2023-12-08 16:10:21,Report,Voltage,233.20V,device itself
2023-12-08 16:06:15,Report,Current,148mA,device itself
2023-12-08 16:06:15,Report,Power,15.80W,device itself
2023-12-08 16:06:10,Report,Current,183mA,device itself
2023-12-08 16:06:10,Report,Power,20.80W,device itself
2023-12-08 16:06:05,Report,Current,143mA,device itself
2023-12-08 16:06:05,Report,Power,15.60W,device itself
2023-12-08 16:06:05,Report,Voltage,234.20V,device itself
2023-12-08 16:02:30,Report,Current,170mA,device itself
2023-12-08 16:02:30,Report,Power,21.90W,device itself
2023-12-08 16:02:30,Report,Voltage,235.50V,device itself
2023-12-08 15:58:54,Report,Current,168mA,device itself
2023-12-08 15:58:54,Report,Power,20.50W,device itself
2023-12-08 15:58:54,Report,Voltage,236.50V,device itself
2023-12-08 15:56:48,Report,Current,229mA,device itself
2023-12-08 15:56:48,Report,Power,26.70W,device itself
2023-12-08 15:55:43,Report,Current,150mA,device itself
2023-12-08 15:55:43,Report,Power,17.10W,device itself
2023-12-08 15:55:43,Report,Voltage,234.20V,device itself
2023-12-08 15:55:08,Report,Current,212mA,device itself
2023-12-08 15:55:08,Report,Power,26.70W,device itself
2023-12-08 15:55:08,Report,Voltage,233.70V,device itself
2023-12-08 15:54:03,Report,Current,159mA,device itself
2023-12-08 15:54:03,Report,Power,16.70W,device itself
2023-12-08 15:54:03,Report,Voltage,234.20V,device itself
2023-12-08 15:53:28,Report,Current,183mA,device itself
2023-12-08 15:53:28,Report,Power,23.70W,device itself
2023-12-08 15:53:23,Report,Current,241mA,device itself
2023-12-08 15:53:23,Report,Power,42.10W,device itself
2023-12-08 15:53:23,Report,Voltage,235.10V,device itself
2023-12-08 15:50:47,Report,Current,154mA,device itself
2023-12-08 15:50:47,Report,Power,17.70W,device itself
2023-12-08 15:50:47,Report,Voltage,234.20V,device itself
2023-12-08 15:49:42,Report,Current,203mA,device itself
2023-12-08 15:49:42,Report,Power,26.20W,device itself
2023-12-08 15:49:42,Report,Voltage,233.20V,device itself
2023-12-08 15:46:06,Report,Current,167mA,device itself
2023-12-08 15:46:06,Report,Power,18.50W,device itself
2023-12-08 15:46:06,Report,Voltage,234.20V,device itself
2023-12-08 15:45:01,Report,Current,206mA,device itself
2023-12-08 15:45:01,Report,Power,27.00W,device itself
2023-12-08 15:45:01,Report,Voltage,233.70V,device itself
2023-12-08 15:44:28,Report,Add Electricity,0.00,device itself
2023-12-08 15:44:26,Report,Current,275mA,device itself
2023-12-08 15:44:26,Report,Power,36.00W,device itself
2023-12-08 15:44:26,Report,Voltage,234.20V,device itself
2023-12-08 15:39:34,Report,Voltage,234.60V,device itself
2023-12-08 15:15:56,Device semaphore,Device semaphore,signal intensity:-64||Remaining memory:39064||UTC:1702026956||DST:1702026956,device itself
2023-12-08 14:39:22,Report,Voltage,232.80V,device itself
2023-12-08 14:15:55,Device semaphore,Device semaphore,signal intensity:-60||Remaining memory:39064||UTC:1702023355||DST:1702023355,device itself
2023-12-08 13:39:10,Report,Voltage,233.20V,device itself
2023-12-08 13:17:06,Report,Add Electricity,0.00,device itself
2023-12-08 13:15:55,Device semaphore,Device semaphore,signal intensity:-59||Remaining memory:39064||UTC:1702019755||DST:1702019755,device itself
2023-12-08 12:38:57,Report,Voltage,222.80V,device itself
2023-12-08 12:15:55,Device semaphore,Device semaphore,signal intensity:-58||Remaining memory:39064||UTC:1702016155||DST:1702016155,device itself
2023-12-08 11:38:45,Report,Voltage,223.20V,device itself
2023-12-08 11:15:55,Device semaphore,Device semaphore,signal intensity:-58||Remaining memory:39064||UTC:1702012555||DST:1702012555,device itself
2023-12-08 10:38:33,Report,Voltage,234.60V,device itself
2023-12-08 10:15:55,Device semaphore,Device semaphore,signal intensity:-63||Remaining memory:39064||UTC:1702008955||DST:1702008955,device itself
2023-12-08 09:54:19,Report,Add Electricity,0.00,device itself
2023-12-08 09:38:21,Report,Voltage,230.50V,device itself
2023-12-08 09:15:55,Device semaphore,Device semaphore,signal intensity:-59||Remaining memory:39064||UTC:1702005355||DST:1702005355,device itself
2023-12-08 08:38:08,Report,Voltage,233.20V,device itself
2023-12-08 08:15:55,Device semaphore,Device semaphore,signal intensity:-59||Remaining memory:39064||UTC:1702001755||DST:1702001755,device itself
2023-12-08 07:37:56,Report,Voltage,236.90V,device itself
2023-12-08 07:15:55,Device semaphore,Device semaphore,signal intensity:-59||Remaining memory:39064||UTC:1701998155||DST:1701998155,device itself
2023-12-08 06:37:44,Report,Voltage,235.10V,device itself
2023-12-08 06:33:41,Report,Add Electricity,0.00,device itself
2023-12-08 06:15:55,Device semaphore,Device semaphore,signal intensity:-58||Remaining memory:39064||UTC:1701994555||DST:1701994555,device itself
2023-12-08 05:37:32,Report,Voltage,236.50V,device itself
2023-12-08 05:15:55,Device semaphore,Device semaphore,signal intensity:-58||Remaining memory:39064||UTC:1701990955||DST:1701990955,device itself
2023-12-08 04:37:20,Report,Voltage,237.90V,device itself
2023-12-08 04:15:55,Device semaphore,Device semaphore,signal intensity:-59||Remaining memory:39064||UTC:1701987355||DST:1701987355,device itself
2023-12-08 03:37:08,Report,Voltage,237.40V,device itself
2023-12-08 03:29:42,Report,Add Electricity,0.00,device itself
2023-12-08 03:15:55,Device semaphore,Device semaphore,signal intensity:-58||Remaining memory:39064||UTC:1701983755||DST:1701983755,device itself
2023-12-08 02:59:36,Report,Add Electricity,0.00,device itself
2023-12-08 02:36:56,Report,Current,0mA,device itself
2023-12-08 02:36:56,Report,Power,0.00W,device itself
2023-12-08 02:36:56,Report,Voltage,236.90V,device itself
2023-12-08 02:36:45,Report,Current,217mA,device itself
2023-12-08 02:36:45,Report,Power,26.20W,device itself
2023-12-08 02:36:40,Report,Current,267mA,device itself
2023-12-08 02:36:40,Report,Power,39.50W,device itself
2023-12-08 02:36:40,Report,Voltage,237.40V,device itself
2023-12-08 02:31:04,Report,Current,161mA,device itself
2023-12-08 02:31:04,Report,Power,18.20W,device itself
2023-12-08 02:31:04,Report,Voltage,239.30V,device itself
2023-12-08 02:30:29,Report,Current,352mA,device itself
2023-12-08 02:30:29,Report,Power,41.00W,device itself
2023-12-08 02:30:29,Report,Voltage,237.40V,device itself
2023-12-08 02:29:30,Report,Add Electricity,0.01,device itself
2023-12-08 02:29:23,Report,Current,182mA,device itself
2023-12-08 02:29:23,Report,Power,21.90W,device itself
2023-12-08 02:29:18,Report,Current,250mA,device itself
2023-12-08 02:29:18,Report,Power,31.30W,device itself
2023-12-08 02:29:18,Report,Voltage,238.80V,device itself
2023-12-08 02:15:55,Device semaphore,Device semaphore,signal intensity:-59||Remaining memory:39064||UTC:1701980155||DST:1701980155,device itself
2023-12-08 01:59:24,Report,Add Electricity,0.01,device itself
2023-12-08 01:51:06,Report,Current,153mA,device itself
2023-12-08 01:51:06,Report,Power,21.20W,device itself
2023-12-08 01:51:06,Report,Voltage,236.50V,device itself
2023-12-08 01:50:31,Report,Current,257mA,device itself
2023-12-08 01:50:31,Report,Power,28.50W,device itself
2023-12-08 01:50:31,Report,Voltage,235.10V,device itself
2023-12-08 01:46:25,Report,Current,146mA,device itself
2023-12-08 01:46:25,Report,Power,17.70W,device itself
2023-12-08 01:46:25,Report,Voltage,235.50V,device itself
2023-12-08 01:46:20,Report,Current,185mA,device itself
2023-12-08 01:46:20,Report,Power,27.90W,device itself
2023-12-08 01:46:20,Report,Voltage,235.10V,device itself
2023-12-08 01:44:15,Report,Current,151mA,device itself
2023-12-08 01:44:15,Report,Power,18.00W,device itself
2023-12-08 01:44:15,Report,Voltage,235.50V,device itself
2023-12-08 01:44:10,Report,Current,192mA,device itself
2023-12-08 01:44:10,Report,Power,27.90W,device itself
2023-12-08 01:44:10,Report,Voltage,236.00V,device itself
2023-12-08 01:43:35,Report,Current,165mA,device itself
2023-12-08 01:43:35,Report,Power,18.90W,device itself
2023-12-08 01:43:35,Report,Voltage,236.50V,device itself
2023-12-08 01:42:59,Report,Current,189mA,device itself
2023-12-08 01:42:59,Report,Power,26.60W,device itself
2023-12-08 01:42:54,Report,Current,171mA,device itself
2023-12-08 01:42:54,Report,Power,19.50W,device itself
2023-12-08 01:42:54,Report,Voltage,234.60V,device itself
2023-12-08 01:42:49,Report,Current,161mA,device itself
2023-12-08 01:42:49,Report,Power,25.20W,device itself
2023-12-08 01:42:44,Report,Current,181mA,device itself
2023-12-08 01:42:44,Report,Power,19.70W,device itself
2023-12-08 01:42:44,Report,Voltage,236.50V,device itself
2023-12-08 01:42:39,Report,Current,204mA,device itself
2023-12-08 01:42:39,Report,Power,24.70W,device itself
2023-12-08 01:41:34,Report,Current,158mA,device itself
2023-12-08 01:41:34,Report,Power,19.50W,device itself
2023-12-08 01:41:34,Report,Voltage,235.50V,device itself
2023-12-08 01:40:59,Report,Current,151mA,device itself
2023-12-08 01:40:59,Report,Power,22.40W,device itself
2023-12-08 01:39:54,Report,Current,195mA,device itself
2023-12-08 01:39:54,Report,Power,23.10W,device itself
2023-12-08 01:39:54,Report,Voltage,234.60V,device itself
2023-12-08 01:37:48,Report,Current,187mA,device itself
2023-12-08 01:37:48,Report,Power,23.40W,device itself
2023-12-08 01:37:48,Report,Voltage,234.20V,device itself
2023-12-08 01:37:13,Report,Current,152mA,device itself
2023-12-08 01:37:13,Report,Power,18.50W,device itself
2023-12-08 01:37:13,Report,Voltage,235.10V,device itself
2023-12-08 01:29:18,Report,Add Electricity,0.01,device itself
2023-12-08 01:15:54,Device semaphore,Device semaphore,signal intensity:-63||Remaining memory:39064||UTC:1701976554||DST:1701976554,device itself
2023-12-08 01:13:03,Report,Current,183mA,device itself
2023-12-08 01:13:03,Report,Power,23.90W,device itself
2023-12-08 01:13:03,Report,Voltage,234.60V,device itself
2023-12-08 00:59:12,Report,Add Electricity,0.01,device itself
2023-12-08 00:29:06,Report,Add Electricity,0.01,device itself
2023-12-08 00:17:47,Report,Current,199mA,device itself
2023-12-08 00:17:47,Report,Power,24.10W,device itself
2023-12-08 00:17:42,Report,Current,266mA,device itself
2023-12-08 00:17:42,Report,Power,34.20W,device itself
2023-12-08 00:17:42,Report,Voltage,236.00V,device itself
2023-12-08 00:17:07,Report,Current,204mA,device itself
2023-12-08 00:17:07,Report,Power,27.10W,device itself
2023-12-08 00:15:54,Device semaphore,Device semaphore,signal intensity:-62||Remaining memory:39064||UTC:1701972954||DST:1701972954,device itself
2023-12-08 00:07:30,Report,Current,170mA,device itself
2023-12-08 00:07:30,Report,Power,22.20W,device itself
2023-12-08 00:07:30,Report,Voltage,234.20V,device itself
2023-12-08 00:06:55,Report,Current,189mA,device itself
2023-12-08 00:06:55,Report,Power,28.70W,device itself
2023-12-08 00:06:55,Report,Voltage,233.70V,device itself
2023-12-08 00:02:50,Report,Current,203mA,device itself
2023-12-08 00:02:50,Report,Power,30.90W,device itself
2023-12-08 00:02:44,Report,Current,331mA,device itself
2023-12-08 00:02:44,Report,Power,42.90W,device itself
2023-12-08 00:02:44,Report,Voltage,233.20V,device itself
2023-12-08 00:02:39,Report,Current,152mA,device itself
2023-12-08 00:02:39,Report,Power,17.40W,device itself
2023-12-08 00:02:39,Report,Voltage,235.10V,device itself
2023-12-08 00:01:34,Report,Current,291mA,device itself
2023-12-08 00:01:34,Report,Power,38.80W,device itself
2023-12-08 00:01:34,Report,Voltage,233.20V,device itself
2023-12-08 00:00:59,Report,Current,207mA,device itself
2023-12-08 00:00:59,Report,Power,32.70W,device itself
2023-12-08 00:00:24,Report,Current,203mA,device itself
2023-12-08 00:00:24,Report,Power,27.30W,device itself
2023-12-08 00:00:19,Report,Current,227mA,device itself
2023-12-08 00:00:19,Report,Power,36.00W,device itself
2023-12-08 00:00:19,Report,Voltage,235.10V,device itself
2023-12-08 00:00:14,Report,Current,214mA,device itself
2023-12-08 00:00:14,Report,Power,28.90W,device itself
2023-12-08 00:00:09,Report,Current,182mA,device itself
2023-12-08 00:00:09,Report,Power,40.70W,device itself
2023-12-07 23:59:34,Report,Current,134mA,device itself
2023-12-07 23:59:34,Report,Power,19.80W,device itself
2023-12-07 23:59:34,Report,Voltage,234.20V,device itself
2023-12-07 23:59:00,Report,Add Electricity,0.00,device itself
2023-12-07 23:57:28,Report,Current,104mA,device itself
2023-12-07 23:57:28,Report,Power,12.20W,device itself
2023-12-07 23:57:28,Report,Voltage,233.20V,device itself
2023-12-07 23:52:53,Report,Current,106mA,device itself
2023-12-07 23:52:53,Report,Power,10.80W,device itself
2023-12-07 23:52:53,Report,Voltage,234.20V,device itself
2023-12-07 23:52:17,Report,Current,174mA,device itself
2023-12-07 23:52:17,Report,Power,18.80W,device itself
2023-12-07 23:52:12,Report,Current,127mA,device itself
2023-12-07 23:52:12,Report,Power,12.40W,device itself
2023-12-07 23:52:12,Report,Voltage,232.80V,device itself
2023-12-07 23:52:07,Report,Current,291mA,device itself
2023-12-07 23:52:07,Report,Power,42.20W,device itself
2023-12-07 23:52:02,Report,Current,159mA,device itself
2023-12-07 23:52:02,Report,Power,12.40W,device itself
2023-12-07 23:49:27,Report,Current,158mA,device itself
2023-12-07 23:49:27,Report,Power,15.80W,device itself
2023-12-07 23:49:27,Report,Voltage,234.20V,device itself
2023-12-07 23:48:22,Report,Current,108mA,device itself
2023-12-07 23:48:22,Report,Power,11.60W,device itself
2023-12-07 23:48:22,Report,Voltage,235.50V,device itself
2023-12-07 23:48:17,Report,Current,144mA,device itself
2023-12-07 23:48:17,Report,Power,18.70W,device itself
2023-12-07 23:48:17,Report,Voltage,234.20V,device itself
2023-12-07 23:47:11,Report,Current,108mA,device itself
2023-12-07 23:47:11,Report,Power,9.90W,device itself
2023-12-07 23:47:06,Report,Current,126mA,device itself
2023-12-07 23:47:06,Report,Power,17.50W,device itself
2023-12-07 23:47:01,Report,Current,98mA,device itself
2023-12-07 23:47:01,Report,Power,11.70W,device itself
2023-12-07 23:47:01,Report,Voltage,233.70V,device itself
2023-12-07 23:46:41,Report,Add Electricity,0.01,device itself
2023-12-07 23:46:26,Report,Current,199mA,device itself
2023-12-07 23:46:26,Report,Power,18.10W,device itself
2023-12-07 23:46:26,Report,Voltage,234.20V,device itself
2023-12-07 23:46:21,Report,Current,278mA,device itself
2023-12-07 23:46:21,Report,Power,30.30W,device itself
2023-12-07 23:46:16,Report,Current,245mA,device itself
2023-12-07 23:46:16,Report,Power,24.10W,device itself
2023-12-07 23:46:16,Report,Voltage,233.70V,device itself
2023-12-07 23:46:11,Report,Current,201mA,device itself
2023-12-07 23:46:11,Report,Power,13.70W,device itself
2023-12-07 23:45:06,Report,Current,138mA,device itself
2023-12-07 23:45:06,Report,Power,11.50W,device itself
2023-12-07 23:44:31,Report,Current,150mA,device itself
2023-12-07 23:44:31,Report,Power,18.00W,device itself
2023-12-07 23:44:31,Report,Voltage,234.20V,device itself
2023-12-07 23:38:25,Report,Current,114mA,device itself
2023-12-07 23:38:25,Report,Power,12.50W,device itself
2023-12-07 23:38:25,Report,Voltage,231.40V,device itself
2023-12-07 23:35:49,Report,Current,155mA,device itself
2023-12-07 23:35:49,Report,Power,19.00W,device itself
2023-12-07 23:34:44,Report,Current,224mA,device itself
2023-12-07 23:34:44,Report,Power,27.80W,device itself
2023-12-07 23:34:44,Report,Voltage,233.20V,device itself
2023-12-07 23:33:09,Report,Current,134mA,device itself
2023-12-07 23:33:09,Report,Power,14.80W,device itself
2023-12-07 23:33:09,Report,Voltage,231.90V,device itself
2023-12-07 23:33:04,Report,Current,222mA,device itself
2023-12-07 23:33:04,Report,Power,31.40W,device itself
2023-12-07 23:33:01,Report,Current,154mA,device itself
2023-12-07 23:33:01,Report,Power,15.90W,device itself
2023-12-07 23:33:01,Report,Voltage,231.40V,device itself
2023-12-07 23:32:54,Report,Current,224mA,device itself
2023-12-07 23:32:54,Report,Power,31.10W,device itself
2023-12-07 23:32:49,Report,Current,119mA,device itself
2023-12-07 23:32:49,Report,Power,10.40W,device itself
2023-12-07 23:32:49,Report,Voltage,233.20V,device itself
2023-12-07 23:31:43,Report,Current,142mA,device itself
2023-12-07 23:31:43,Report,Power,14.90W,device itself
2023-12-07 23:29:08,Report,Current,152mA,device itself
2023-12-07 23:29:08,Report,Power,18.80W,device itself
2023-12-07 23:27:02,Report,Current,122mA,device itself
2023-12-07 23:27:02,Report,Power,14.50W,device itself
2023-12-07 23:26:57,Report,Current,146mA,device itself
2023-12-07 23:26:57,Report,Power,24.60W,device itself
2023-12-07 23:26:52,Report,Current,224mA,device itself
2023-12-07 23:26:52,Report,Power,34.30W,device itself
2023-12-07 23:26:52,Report,Voltage,232.80V,device itself
2023-12-07 23:21:46,Report,Current,139mA,device itself
2023-12-07 23:21:46,Report,Power,16.20W,device itself
2023-12-07 23:21:46,Report,Voltage,235.10V,device itself
2023-12-07 23:16:35,Report,Add Electricity,0.01,device itself
2023-12-07 23:15:54,Device semaphore,Device semaphore,signal intensity:-69||Remaining memory:39064||UTC:1701969354||DST:1701969354,device itself
2023-12-07 23:06:08,Report,Current,115mA,device itself
2023-12-07 23:06:08,Report,Power,12.80W,device itself
2023-12-07 23:06:08,Report,Voltage,234.20V,device itself
2023-12-07 23:00:32,Report,Current,135mA,device itself
2023-12-07 23:00:32,Report,Power,14.20W,device itself
2023-12-07 22:59:57,Report,Current,263mA,device itself
2023-12-07 22:59:57,Report,Power,34.60W,device itself
2023-12-07 22:59:57,Report,Voltage,233.20V,device itself
2023-12-07 22:59:22,Report,Current,117mA,device itself
2023-12-07 22:59:22,Report,Power,12.30W,device itself
2023-12-07 22:59:22,Report,Voltage,234.20V,device itself
2023-12-07 22:59:17,Report,Current,183mA,device itself
2023-12-07 22:59:17,Report,Power,17.30W,device itself
2023-12-07 22:59:17,Report,Voltage,233.20V,device itself
2023-12-07 22:58:11,Report,Current,119mA,device itself
2023-12-07 22:58:11,Report,Power,14.20W,device itself
2023-12-07 22:57:36,Report,Current,151mA,device itself
2023-12-07 22:57:36,Report,Power,18.70W,device itself
2023-12-07 22:57:31,Report,Current,123mA,device itself
2023-12-07 22:57:31,Report,Power,23.40W,device itself
2023-12-07 22:57:26,Report,Current,213mA,device itself
2023-12-07 22:57:26,Report,Power,17.90W,device itself
2023-12-07 22:57:26,Report,Voltage,232.30V,device itself
2023-12-07 22:56:51,Report,Current,117mA,device itself
2023-12-07 22:56:51,Report,Power,13.10W,device itself
2023-12-07 22:56:51,Report,Voltage,231.90V,device itself
2023-12-07 22:56:16,Report,Current,193mA,device itself
2023-12-07 22:56:16,Report,Power,27.50W,device itself
2023-12-07 22:56:11,Report,Current,166mA,device itself
2023-12-07 22:56:11,Report,Power,13.00W,device itself
2023-12-07 22:56:11,Report,Voltage,232.30V,device itself
2023-12-07 22:54:36,Report,Current,191mA,device itself
2023-12-07 22:54:36,Report,Power,22.80W,device itself
2023-12-07 22:54:36,Report,Voltage,231.90V,device itself
2023-12-07 22:54:01,Report,Current,136mA,device itself
2023-12-07 22:54:01,Report,Power,14.80W,device itself
2023-12-07 22:54:01,Report,Voltage,233.20V,device itself
2023-12-07 22:52:55,Report,Current,192mA,device itself
2023-12-07 22:52:55,Report,Power,21.60W,device itself
2023-12-07 22:52:55,Report,Voltage,232.80V,device itself
2023-12-07 22:52:50,Report,Current,248mA,device itself
2023-12-07 22:52:50,Report,Power,34.20W,device itself
2023-12-07 22:52:50,Report,Voltage,232.30V,device itself
2023-12-07 22:50:45,Report,Current,155mA,device itself
2023-12-07 22:50:45,Report,Power,17.90W,device itself
2023-12-07 22:50:40,Report,Current,193mA,device itself
2023-12-07 22:50:40,Report,Power,11.30W,device itself
2023-12-07 22:50:40,Report,Voltage,234.20V,device itself
2023-12-07 22:50:05,Report,Current,161mA,device itself
2023-12-07 22:50:05,Report,Power,20.60W,device itself
2023-12-07 22:50:05,Report,Voltage,231.40V,device itself
2023-12-07 22:48:00,Report,Current,194mA,device itself
2023-12-07 22:48:00,Report,Power,12.80W,device itself
2023-12-07 22:47:24,Report,Current,251mA,device itself
2023-12-07 22:47:24,Report,Power,30.90W,device itself
2023-12-07 22:47:24,Report,Voltage,231.90V,device itself
2023-12-07 22:47:19,Report,Current,227mA,device itself
2023-12-07 22:47:19,Report,Power,21.50W,device itself
2023-12-07 22:47:14,Report,Current,132mA,device itself
2023-12-07 22:47:14,Report,Power,12.40W,device itself
2023-12-07 22:47:09,Report,Current,188mA,device itself
2023-12-07 22:47:09,Report,Power,20.30W,device itself
2023-12-07 22:47:09,Report,Voltage,231.00V,device itself
2023-12-07 22:46:29,Report,Add Electricity,0.01,device itself
2023-12-07 22:46:04,Report,Current,145mA,device itself
2023-12-07 22:46:04,Report,Power,13.90W,device itself
2023-12-07 22:46:04,Report,Voltage,230.50V,device itself
2023-12-07 22:45:59,Report,Current,189mA,device itself
2023-12-07 22:45:59,Report,Power,23.30W,device itself
2023-12-07 22:45:59,Report,Voltage,231.00V,device itself
2023-12-07 22:45:24,Report,Current,123mA,device itself
2023-12-07 22:45:24,Report,Power,14.30W,device itself
2023-12-07 22:43:49,Report,Current,130mA,device itself
2023-12-07 22:43:49,Report,Power,15.90W,device itself
2023-12-07 22:43:14,Report,Current,125mA,device itself
2023-12-07 22:43:14,Report,Power,12.20W,device itself
2023-12-07 22:43:09,Report,Current,137mA,device itself
2023-12-07 22:43:09,Report,Power,19.00W,device itself
2023-12-07 22:42:34,Report,Current,176mA,device itself
2023-12-07 22:42:34,Report,Power,15.40W,device itself
2023-12-07 22:42:34,Report,Voltage,230.50V,device itself
2023-12-07 22:42:29,Report,Current,156mA,device itself
2023-12-07 22:42:29,Report,Power,20.90W,device itself
2023-12-07 22:42:24,Report,Current,155mA,device itself
2023-12-07 22:42:24,Report,Power,15.90W,device itself
2023-12-07 22:42:19,Report,Current,141mA,device itself
2023-12-07 22:42:19,Report,Power,23.20W,device itself
2023-12-07 22:42:19,Report,Voltage,230.10V,device itself
2023-12-07 22:41:43,Report,Current,157mA,device itself
2023-12-07 22:41:43,Report,Power,19.30W,device itself
2023-12-07 22:41:43,Report,Voltage,229.70V,device itself
2023-12-07 22:41:08,Report,Current,253mA,device itself
2023-12-07 22:41:08,Report,Power,36.10W,device itself
2023-12-07 22:41:08,Report,Voltage,231.00V,device itself
2023-12-07 22:41:03,Report,Current,138mA,device itself
2023-12-07 22:41:03,Report,Power,15.80W,device itself
2023-12-07 22:40:58,Report,Current,142mA,device itself
2023-12-07 22:40:58,Report,Power,13.00W,device itself
2023-12-07 22:40:53,Report,Current,225mA,device itself
2023-12-07 22:40:53,Report,Power,31.50W,device itself
2023-12-07 22:40:53,Report,Voltage,231.90V,device itself
2023-12-07 22:40:48,Report,Current,158mA,device itself
2023-12-07 22:40:48,Report,Power,13.00W,device itself
2023-12-07 22:40:43,Report,Current,176mA,device itself
2023-12-07 22:40:43,Report,Power,18.20W,device itself
2023-12-07 22:40:43,Report,Voltage,230.50V,device itself
2023-12-07 22:40:38,Report,Current,135mA,device itself
2023-12-07 22:40:38,Report,Power,12.40W,device itself
2023-12-07 22:40:33,Report,Current,233mA,device itself
2023-12-07 22:40:33,Report,Power,23.10W,device itself
2023-12-07 22:40:33,Report,Voltage,230.10V,device itself
2023-12-07 22:40:28,Report,Current,115mA,device itself
2023-12-07 22:40:28,Report,Power,11.90W,device itself
2023-12-07 22:39:53,Report,Current,170mA,device itself
2023-12-07 22:39:53,Report,Power,27.40W,device itself
2023-12-07 22:39:48,Report,Current,287mA,device itself
2023-12-07 22:39:48,Report,Power,39.70W,device itself
2023-12-07 22:38:43,Report,Current,166mA,device itself
2023-12-07 22:38:43,Report,Power,12.10W,device itself
2023-12-07 22:38:43,Report,Voltage,230.50V,device itself
2023-12-07 22:38:38,Report,Current,230mA,device itself
2023-12-07 22:38:38,Report,Power,23.80W,device itself
2023-12-07 22:38:38,Report,Voltage,230.10V,device itself
2023-12-07 22:37:33,Report,Current,132mA,device itself
2023-12-07 22:37:33,Report,Power,13.00W,device itself
2023-12-07 22:37:33,Report,Voltage,231.00V,device itself
2023-12-07 22:36:57,Report,Current,220mA,device itself
2023-12-07 22:36:57,Report,Power,20.80W,device itself
2023-12-07 22:35:22,Report,Current,141mA,device itself
2023-12-07 22:35:22,Report,Power,15.30W,device itself
2023-12-07 22:35:22,Report,Voltage,230.50V,device itself
2023-12-07 22:35:17,Report,Current,157mA,device itself
2023-12-07 22:35:17,Report,Power,12.30W,device itself
2023-12-07 22:35:12,Report,Current,138mA,device itself
2023-12-07 22:35:12,Report,Power,15.80W,device itself
2023-12-07 22:35:12,Report,Voltage,229.70V,device itself
2023-12-07 22:34:07,Report,Current,140mA,device itself
2023-12-07 22:34:07,Report,Power,18.70W,device itself
2023-12-07 22:34:07,Report,Voltage,229.20V,device itself
2023-12-07 22:34:02,Report,Current,247mA,device itself
2023-12-07 22:34:02,Report,Power,31.30W,device itself
2023-12-07 22:33:27,Report,Current,158mA,device itself
2023-12-07 22:33:27,Report,Power,17.90W,device itself
2023-12-07 22:33:27,Report,Voltage,230.10V,device itself
2023-12-07 22:32:52,Report,Current,140mA,device itself
2023-12-07 22:32:52,Report,Power,20.20W,device itself
2023-12-07 22:32:47,Report,Current,231mA,device itself
